,brand,model,year,Energy,gear_box,Trim,price
37274,PEUGEOT,308,2018,Diesel,Automatique,1.5 BLUEHDI 130CH S&S ACTIVE BUSINESS EAT8,15990
37275,PEUGEOT,3008,2020,Diesel,Manuelle,1.5 BLUEHDI 130CH S&S ALLURE,28490
37276,PEUGEOT,108,2020,Essence,Manuelle,VTI 72 STYLE S&S 4CV 5P,13990
37277,CITROËN,C3,2018,Diesel,Manuelle,BLUEHDI 75CH FEEL BUSINESS S&S 83G,13990
37278,DACIA,DUSTER,2019,Diesel,Manuelle,1.5 BLUE DCI 115CH ESSENTIEL 118G 4X4 - 19,17990
37279,PEUGEOT,308,2017,Diesel,Automatique,1.6 BLUEHDI 120CH ALLURE S&S EAT6 5P,17490
37280,PEUGEOT,308 SW,2017,Essence,Manuelle,1.2 PURETECH 110CH ACTIVE S&S,14490
37281,OPEL,COMBO,2022,Diesel,Manuelle,LIFE L1H1 1.5 D 100CH EDITION BVM6,28990
37282,CITROËN,C5 AIRCROSS,2020,Diesel,Automatique,BLUEHDI 130CH S&S SHINE EAT8 E6.D-TEMP,29990
37283,PEUGEOT,208,2022,Essence,Automatique,1.2 PURETECH 100CH S&S ALLURE EAT8,25990
37284,PEUGEOT,3008,2020,Diesel,Automatique,1.5 BLUEHDI 130CH S&S ALLURE EAT8,32990
37285,PEUGEOT,208,2021,Electrique,Automatique,E-208 136CH STYLE,26990
37286,PEUGEOT,5008,2019,Diesel,Automatique,1.5 BLUEHDI 130CH E6.C ALLURE S&S EAT8,29990
37287,PEUGEOT,3008,2019,Diesel,Automatique,1.5 BLUEHDI 130CH E6.C ALLURE BUSINESS S&S EAT8,25990
37288,PEUGEOT,3008,2022,Hybride Rechargeable,Automatique,HYBRID 225CH GT E-EAT8,45990
37289,PEUGEOT,2008,2021,Essence,Manuelle,1.2 PURETECH 100CH S&S ACTIVE BUSINESS,22490
37290,CITROËN,C4 SPACETOURER,2018,Diesel,Manuelle,BLUEHDI 130CH S&S BUSINESS E6.D-TEMP,16490
37291,CITROËN,C5 AIRCROSS,2020,Diesel,Automatique,BLUEHDI 130CH S&S SHINE EAT8 E6.D,30490
37292,PEUGEOT,208,2020,Diesel,Manuelle,1.5 BLUEHDI 100CH S&S ALLURE BUSINESS,17990
37293,PEUGEOT,2008,2019,Diesel,Manuelle,1.5 BLUEHDI 100CH S&S GT LINE,18490
37294,PEUGEOT,2008,2018,Essence,Manuelle,1.2 PURETECH 110CH ALLURE S&S,14990
37295,PEUGEOT,208,2021,Electrique,Automatique,E-208 136CH STYLE,27990
37296,PEUGEOT,108,2021,Essence,Manuelle,VTI 72 STYLE S&S 4CV 5P,12290
37297,PEUGEOT,308,2018,Essence,Manuelle,1.2 PURETECH 130CH &EURO;6.C S&S TECH EDITION,16852
37298,OPEL,MOKKA,2022,Essence,Automatique,1.2 TURBO 130CH ELEGANCE BUSINESS BVA8,27190
37299,CITROËN,C5 AIRCROSS,2022,Hybride Rechargeable,Automatique,HYBRIDE 225 E EAT8 SHINE PACK,49479
37300,PEUGEOT,308,2022,Diesel,Manuelle,BLUEHDI 130CH S&S BVM6 ACTIVE PACK,27990
37301,SUZUKI,VITARA,2018,Essence,Manuelle,1.4 BOOSTERJET 140CH STYLE ALLGRIP,19792
37302,RENAULT,CAPTUR,2020,Essence,Manuelle,1.0 TCE 90CH BUSINESS,18990
37303,CITROËN,C3 AIRCROSS,2019,Diesel,Automatique,BLUEHDI 120CH S&S FEEL EAT6 E6.D-TEMP,18690
37304,HYUNDAI,TUCSON,2019,Diesel,Automatique,1.6 CRDI 136CH CREATIVE DCT-7,21817
37305,CITROËN,C3,2018,Essence,Manuelle,PURETECH 68CH FEEL,10990
37306,CITROËN,BERLINGO,2019,Diesel,Manuelle,M 650KG BLUEHDI 100 S&S DRIVER BVM5,17900
37307,VOLKSWAGEN,GOLF,2020,Essence,Manuelle,1.5 TSI EVO 130CH CONFORTLINE EURO6D-T 5P 7CV,24990
37308,CITROËN,C3 AIRCROSS,2018,Diesel,Manuelle,BLUEHDI 100 BVM5 SHINE,10790
37309,PEUGEOT,PARTNER,2020,Diesel,Manuelle,STANDARD 650 KG BLUEHDI 75 BVM5 PREMIUM,18990
37310,PEUGEOT,208,2021,Essence,Manuelle,PURETECH 75 S&S BVM5 ACTIVE BUSINESS,15990
37311,PEUGEOT,308,2021,Diesel,Manuelle,BLUEHDI 130CH S&S BVM6 ALLURE PACK,24390
37312,PEUGEOT,308,2022,Diesel,Manuelle,1.5 BLUEHDI 130CH S&S ALLURE PACK,30990
37313,PEUGEOT,2008,2021,Essence,Automatique,1.2 PURETECH 130CH S&S ALLURE EAT8,27829
37314,PEUGEOT,308,2021,Hybride Rechargeable,Automatique,PHEV 225CH GT PACK E-EAT8,43480
37315,PEUGEOT,3008,2019,Diesel,Automatique,1.5 BLUEHDI 130CH E6.C CROSSWAY S&S EAT8,28990
37316,CITROËN,C3 AIRCROSS,2018,Diesel,Manuelle,BLUEHDI 100CH S&S FEEL BUSINESS E6.D-TEMP,15990
37317,PEUGEOT,3008,2021,Diesel,Automatique,1.5 BLUEHDI 130CH S&S ALLURE PACK EAT8,28990
37318,CITROËN,C4 GRAND,2021,Diesel,Manuelle,GRAND C4 SPACETOURER BLUEHDI 130CH S&S SHINE PACK E6.D,31990
37319,CITROËN,BERLINGO,2022,Diesel,Manuelle,M BLUEHDI 130CH S&S SHINE,33990
37320,PEUGEOT,308,2022,Diesel,Manuelle,1.5 BLUEHDI 130CH S&S ALLURE PACK,29990
37321,JEEP,COMPASS,2021,Essence,Automatique,1.3 GSE T4 150CH S 4X2 BVR6,32750
37322,DS,4,2017,Diesel,Manuelle,BLUEHDI 120CH CONNECTED CHIC S&S 2017,14990
37323,PEUGEOT,3008,2021,Diesel,Manuelle,1.5 BLUEHDI 130CH S&S GT,33480
37324,OPEL,CROSSLAND,2021,Diesel,Manuelle,1.5 D 110CH ELEGANCE BUSINESS,19780
37325,PEUGEOT,208,2021,Essence,Manuelle,1.2 PURETECH 100CH S&S ACTIVE PACK 118G,19690
37326,PEUGEOT,208,2020,Electrique,Automatique,ELECTRIQUE 50 KWH 136CH ALLURE,25990
37327,PEUGEOT,208,2020,Electrique,Automatique,ELECTRIQUE 50 KWH 136CH ALLURE,25990
37328,CITROËN,C5 AIRCROSS,2021,Hybride Rechargeable,Automatique,HYBRIDE RECHARGEABLE 225 S&S E-EAT8 SHINE,35989
37329,PEUGEOT,2008,2020,Essence,Automatique,PURETECH 130 S&S EAT8 GT LINE,25989
37330,PEUGEOT,208,2021,Essence,Manuelle,PURETECH 100 S&S BVM6 STYLE,20590
37331,PEUGEOT,2008,2021,Essence,Manuelle,PURETECH 130 S&S BVM6 GT PACK,24990
37332,PEUGEOT,208,2020,Electrique,Automatique,ELECTRIQUE 50 KWH 136CH ALLURE,25990
37333,CITROËN,C5 AIRCROSS,2019,Diesel,Automatique,BLUEHDI 130 S&S EAT8 BUSINESS+,24790
37334,PEUGEOT,308,2020,Essence,Manuelle,PURETECH 130CH S&S BVM6 ALLURE,20190
37335,PEUGEOT,208,2020,Electrique,Automatique,ELECTRIQUE 50 KWH 136CH ALLURE,25990
37336,PEUGEOT,208,2021,Essence,Manuelle,PURETECH 75 S&S BVM5 STYLE,16990
37337,PEUGEOT,PARTNER,2021,Diesel,Manuelle,STANDARD 650 KG BLUEHDI 100 S&S BVM5 PREMIUM,20490
37338,PEUGEOT,208,2021,Diesel,Manuelle,BLUEHDI 100 S&S BVM6 GT,22590
37339,CITROËN,C4 CACTUS,2017,Diesel,Automatique,BLUEHDI 100 S&S ETG6 SHINE,13990
37340,DS,7 CROSSBACK,2021,Hybride Rechargeable,Automatique,E-TENSE 4X4 300CH GRAND CHIC,62990
37341,PEUGEOT,3008,2019,Diesel,Automatique,2.0 BLUEHDI 180CH S&S GT EAT8,28490
37342,CITROËN,C4 GRAND,2022,Diesel,Automatique,GRAND C4 SPACETOURER BLUEHDI 130CH S&S SHINE PACK EAT8 E6.D,34990
37343,PEUGEOT,308,2018,Diesel,Automatique,2.0 BLUEHDI 150CH S&S GT LINE EAT6,24990
37344,CITROËN,C3,2018,Diesel,Manuelle,BLUEHDI 75CH FEEL S&S,13990
37345,PEUGEOT,208,2020,Diesel,Manuelle,1.5 BLUEHDI 100CH S&S ACTIVE,12990
37346,PEUGEOT,3008,2021,Hybride Rechargeable,Automatique,HYBRID 225CH ALLURE PACK E-EAT8,38990
37347,VOLKSWAGEN,TIGUAN,2018,Diesel,Automatique,2.0 TDI 150CH CARAT DSG7,28990
37348,PEUGEOT,3008,2020,Diesel,Automatique,1.5 BLUEHDI 130CH S&S ALLURE EAT8,32490
37349,ABARTH,595,2020,Essence,Manuelle,500 1.4 TURBO T-JET 165CH 595 SCORPIONEORO,23990
37350,FORD,MONDEO,2018,Hybride,Automatique,HYBRID 187CH VIGNALE BVA 4P,21990
37351,PEUGEOT,2008,2021,Essence,Manuelle,1.2 PURETECH 100CH S&S STYLE,22978
37352,PEUGEOT,208,2021,Essence,Manuelle,PURETECH 100 S&S BVM6 STYLE,20290
37353,PEUGEOT,3008,2021,Hybride Rechargeable,Automatique,HYBRID4 300 E-EAT8 GT,49990
37354,CITROËN,C3,2020,Essence,Manuelle,PURETECH 110 S&S BVM6 SHINE,17290
37355,PEUGEOT,208,2022,Essence,Automatique,PURETECH 100 S&S EAT8 ROADTRIP,24390
37356,CITROËN,C-ZERO,2020,Electrique,Automatique,CONFORT,11390
37357,RENAULT,CLIO,2021,Essence,Manuelle,TCE 90 INTENS,16990
37358,CITROËN,C3,2020,Essence,Manuelle,PURETECH 110 S&S BVM6 SHINE,17290
37359,PEUGEOT,208,2022,Essence,Automatique,PURETECH 100 S&S EAT8 ROADTRIP,24390
37360,CITROËN,C3,2020,Essence,Manuelle,PURETECH 110 S&S BVM6 SHINE,17290
37361,PEUGEOT,208,2022,Essence,Automatique,PURETECH 100 S&S EAT8 ROADTRIP,24390
37362,PEUGEOT,2008,2019,Diesel,Automatique,BLUEHDI 120CH S&S EAT6 ALLURE,18789
37363,PEUGEOT,308,2018,Diesel,Manuelle,SW BLUEHDI 100CH S&S BVM6 ACTIVE BUSINESS,14389
37364,PEUGEOT,3008,2018,Diesel,Manuelle,1.6 BLUEHDI 120CH S&S BVM6 BC ACTIVE BUSINESS,21490
37365,CITROËN,C3,2020,Essence,Manuelle,PURETECH 110 S&S BVM6 SHINE,17290
37366,PEUGEOT,208,2022,Essence,Automatique,PURETECH 100 S&S EAT8 ROADTRIP,24390
37367,CITROËN,C3,2019,Diesel,Manuelle,BLUEHDI 100 S&S BVM SHINE BUSINESS,12590
37368,CITROËN,C3,2020,Essence,Manuelle,PURETECH 82 S&S BVM5 GRAPHIC,13990
37369,CITROËN,C4,2021,Diesel,Automatique,BLUEHDI 130 S&S EAT8 FEEL PACK,24490
37370,RENAULT,CAPTUR,2020,Essence,Automatique,TCE 130 EDC FAP INTENS,21890
37371,PEUGEOT,208,2020,Essence,Manuelle,PURETECH 100 S&S BVM6 ALLURE,19990
37372,RENAULT,MEGANE,2018,Diesel,Manuelle,MEGANE IV BERLINE BLUE DCI 115 INTENS,16490
37373,PEUGEOT,2008,2019,Diesel,Manuelle,BLUEHDI 100CH S&S BVM5 SIGNATURE,16990
37374,FORD,TRANSIT,2018,Diesel,Manuelle,CONNECT L2 1.5 TDCI 120 S&S TREND BUSINESS NAV,16990
37375,CITROËN,C5 AIRCROSS,2019,Diesel,Manuelle,BLUEHDI 130CH S&S FEEL,20480
37376,SUZUKI,SWIFT,2020,Hybride,Manuelle,1.2 DUALJET HYBRID 83CH PRIVILEGE,16692
37377,CITROËN,C3,2020,Essence,Automatique,1.2 PURETECH 110CH S&S SHINE EAT6 137G,17792
37378,CITROËN,C3 AIRCROSS,2018,Essence,Automatique,PURETECH 110CH S&S FEEL EAT6 E6.D-TEMP,16990
37379,PEUGEOT,5008,2019,Diesel,Manuelle,BLUEHDI 130CH S&S BVM6 ALLURE BUSINESS,28990
37380,CITROËN,C3,2020,Essence,Manuelle,1.2 PURETECH 83CH S&S FEEL,14990
37381,PEUGEOT,208,2019,Essence,Manuelle,PURETECH 100 S&S BVM6 ALLURE,17990
37382,PEUGEOT,3008,2021,Hybride,Automatique,HYBRID 225 E-EAT8 ALLURE PACK,41990
37383,OPEL,CORSA,2021,Electrique,Automatique,-E 136CH EDITION BUSINESS,26490
37384,CITROËN,C3,2017,Diesel,Manuelle,BLUEHDI 75CH FEEL S&S,11990
37385,PEUGEOT,208,2022,Diesel,Manuelle,1.5 BLUEHDI 100CH S&S ROADTRIP,24600
37386,PEUGEOT,3008,2018,Diesel,Manuelle,1.5 BLUEHDI 130CH E6.C ALLURE S&S,24490
37387,PEUGEOT,308,2021,Hybride Rechargeable,Automatique,PHEV 225CH GT E-EAT8,41980
37388,PEUGEOT,2008,2020,Essence,Automatique,1.2 PURETECH 155CH S&S GT EAT8,31990
37389,PEUGEOT,3008,2021,Diesel,Automatique,1.5 BLUEHDI 130CH S&S ALLURE PACK EAT8,34990
37390,PEUGEOT,208,2020,Diesel,Manuelle,1.5 BLUEHDI 100CH S&S ACTIVE,12279
37391,CITROËN,C3,2018,Essence,Manuelle,PURETECH 82CH GRAPHIC,12289
37392,OPEL,CORSA,2021,Essence,Manuelle,1.2 75CH EDITION,15990
37393,CITROËN,JUMPY,2017,Diesel,Automatique,FGN M BLUEHDI 95 S&S ETG6 CLUB,18690
37394,PEUGEOT,208,2022,Diesel,Manuelle,BLUEHDI 100 S&S BVM6 ROADTRIP,23990
37395,PEUGEOT,208,2022,Essence,Manuelle,PURETECH 100 S&S BVM6 GT,24190
37396,PEUGEOT,208,2022,Essence,Manuelle,PURETECH 75 S&S BVM5 LIKE,16990
37397,PEUGEOT,208,2022,Essence,Manuelle,PURETECH 100 S&S BVM6 ALLURE PACK,22190
37398,PEUGEOT,208,2022,Essence,Manuelle,PURETECH 75 S&S BVM5 LIKE,16990
37399,PEUGEOT,3008,2021,Hybride Rechargeable,Automatique,HYBRID 225 E-EAT8 ROADTRIP,36488
37400,PEUGEOT,208,2022,Diesel,Manuelle,BLUEHDI 100 S&S BVM6 ROADTRIP,23990
37401,PEUGEOT,208,2022,Essence,Manuelle,PURETECH 75 S&S BVM5 LIKE,16990
37402,PEUGEOT,208,2022,Essence,Manuelle,PURETECH 100 S&S BVM6 GT,24190
37403,PEUGEOT,208,2022,Essence,Manuelle,PURETECH 100 S&S BVM6 ALLURE PACK,22190
37404,PEUGEOT,208,2022,Essence,Manuelle,PURETECH 75 S&S BVM5 LIKE,16990
37405,PEUGEOT,208,2022,Diesel,Manuelle,BLUEHDI 100 S&S BVM6 ROADTRIP,23990
37406,PEUGEOT,208,2022,Essence,Manuelle,PURETECH 75 S&S BVM5 LIKE,16990
37407,PEUGEOT,208,2022,Essence,Manuelle,PURETECH 100 S&S BVM6 GT,24190
37408,PEUGEOT,208,2022,Essence,Manuelle,PURETECH 100 S&S BVM6 ALLURE PACK,22190
37409,PEUGEOT,208,2022,Essence,Manuelle,PURETECH 75 S&S BVM5 LIKE,16990
37410,PEUGEOT,208,2022,Diesel,Manuelle,BLUEHDI 100 S&S BVM6 ROADTRIP,23990
37411,PEUGEOT,208,2022,Essence,Manuelle,PURETECH 75 S&S BVM5 LIKE,16990
37412,PEUGEOT,208,2022,Essence,Manuelle,PURETECH 100 S&S BVM6 GT,24190
37413,PEUGEOT,208,2022,Essence,Manuelle,PURETECH 100 S&S BVM6 ALLURE PACK,22190
37414,PEUGEOT,208,2022,Essence,Manuelle,PURETECH 75 S&S BVM5 LIKE,16990
37415,PEUGEOT,2008,2019,Diesel,Manuelle,BLUEHDI 100CH S&S BVM5 CROSSWAY,16490
37416,RENAULT,CAPTUR,2017,Diesel,Manuelle,DCI 90 ENERGY ECO&SUP2; BUSINESS,10090
37417,PEUGEOT,108,2019,Essence,Manuelle,VTI 72CH BVM5 STYLE,10490
37418,DS,3 CROSSBACK,2020,Diesel,Automatique,3 CROSSBACK BLUEHDI 130 EAT8 GRAND CHIC,29690
37419,DS,3 CROSSBACK,2019,Essence,Automatique,3 CROSSBACK PURETECH 130 S&S EAT8 PERFORMANCE LINE,25990
37420,DS,3 CROSSBACK,2021,Electrique,Automatique,3 CROSSBACK E-TENSE PERFORMANCE LINE+,32990
37421,CITROËN,C5 AIRCROSS,2019,Diesel,Automatique,BLUEHDI 130CH S&S FEEL EAT8,25490
37422,FIAT,500X,2018,Diesel,Manuelle,500 X 1.6 MULTIJET 16V 120CH LOUNGE,14690
37423,PEUGEOT,RIFTER,2019,Diesel,Automatique,BLUEHDI 130CH S&S STANDARD GT LINE EAT8,31380
37424,DS,3 CROSSBACK,2021,Diesel,Manuelle,BLUEHDI 100CH PERFORMANCE LINE,28990
37425,PEUGEOT,3008,2022,Diesel,Automatique,1.5 BLUEHDI 130CH S&S ALLURE PACK EAT8,37900
37426,DACIA,SANDERO,2019,Essence,Manuelle,0.9 TCE 90CH STEPWAY EURO6C,13990
37427,PEUGEOT,2008,2019,Diesel,Manuelle,1.5 BLUEHDI 100CH E6.C GT LINE S&S BVM5 86G,18790
37428,PEUGEOT,2008,2019,Essence,Automatique,1.2 PURETECH 110CH E6.C GT LINE S&S EAT6,19990
37429,PEUGEOT,3008,2022,Diesel,Automatique,1.5 BLUEHDI 130CH S&S ROADTRIP EAT8,41990
37430,FIAT,SCUDO,2022,Diesel,Manuelle,STANDARD 2.0 MULTIJET 145CH CABINE APPROFONDIE FIX,39480
37431,PEUGEOT,308,2020,Diesel,Automatique,BLUEHDI 180CH S&S EAT8 GT,30590
37432,PEUGEOT,308,2020,Diesel,Automatique,BLUEHDI 180CH S&S EAT8 GT,30590
37433,BMW,SERIE 2,2019,Essence,Automatique,COUPE 218I 136 CH BVA8 M SPORT,23990
37434,DACIA,DUSTER,2015,Essence,Manuelle,TCE 125 E6 4X2 PRESTIGE,12290
37435,CITROËN,C4,2021,Essence,Manuelle,PURETECH 100 S&S BVM6 FEEL,18390
37436,CITROËN,C3,2016,Essence,Manuelle,PURETECH 68 CONFORT,9290
37437,PEUGEOT,2008,2021,Essence,Manuelle,PURETECH 130 S&S BVM6 ALLURE,25690
37438,PEUGEOT,508,2022,Hybride Rechargeable,Automatique,HYBRID 225 E-EAT8 GT,42490
37439,PEUGEOT,208,2022,Essence,Manuelle,PURETECH 75 S&S BVM5 LIKE,16290
37440,PEUGEOT,PARTNER,2019,Diesel,Manuelle,STANDARD 650 KG BLUEHDI 75 BVM5 PREMIUM,18990
37441,PEUGEOT,308,2020,Diesel,Automatique,BLUEHDI 180CH S&S EAT8 GT,30590
37442,PEUGEOT,308,2020,Diesel,Automatique,BLUEHDI 180CH S&S EAT8 GT,30590
37443,CITROËN,C4 SPACETOURER,2022,Diesel,Automatique,BHDI 130 S&S EAT8 SHINE PACK 7 PL,38990
37444,VOLKSWAGEN,T-CROSS,2021,Essence,Automatique,1.0 TSI 110CH LOUNGE DSG7,24980
37445,PEUGEOT,3008,2021,Essence,Automatique,PURETECH 130CH S&S EAT8 ALLURE PACK,29990
37446,FORD,B-MAX,2017,Diesel,Manuelle,1.5 TDCI 95CH STOP&START TITANIUM,12490
37447,MERCEDES,CLASSE A,2020,Essence,Automatique,200 163CH AMG LINE 7G-DCT 9CV,34990
37448,PEUGEOT,5008,2022,Diesel,Automatique,1.5 BLUEHDI 130CH S&S ALLURE PACK EAT8,39990
37449,PEUGEOT,EXPERT,2019,Diesel,Automatique,LONG 2.0 BLUEHDI 180CH PREMIUM PACK S&S EAT6,34990
37450,VOLKSWAGEN,T-ROC,2022,Essence,Automatique,1.5 TSI EVO 150CH LIFE DSG7,32990
37451,TOYOTA,AYGO,2020,Essence,Manuelle,1.0 VVT-I 72CH X 5P MY19,12480
37452,MINI,ONE,2018,Essence,Manuelle,MINI COOPER 136CH RED HOT CHILI,19851
37453,PEUGEOT,2008,2019,Diesel,Manuelle,1.5 BLUEHDI 100CH E6.C ALLURE S&S BVM5 86G,21969
37454,PEUGEOT,3008,2018,Diesel,Automatique,1.5 BLUEHDI 130CH E6.C ACTIVE BUSINESS S&S EAT8,21490
37455,CITROËN,C5 AIRCROSS,2019,Diesel,Automatique,BLUEHDI 180CH S&S SHINE EAT8,25980
37456,NISSAN,NV300,2021,Diesel,Automatique,L2H1 3T0 2.0 DCI 145CH S/S OPTIMA DCT,25890
37457,PEUGEOT,3008,2021,Hybride Rechargeable,Automatique,HYBRID 225CH ALLURE PACK E-EAT8,39490
37458,FORD,KUGA,2018,Diesel,Manuelle,2.0 TDCI 150CH STOP&START VIGNALE 4X2 EURO6.2,24990
37459,OPEL,GRANDLAND,2020,Diesel,Automatique,X 1.5 DIESEL 130 CH BVA6 ULTIMATE,27690
37460,RENAULT,SCENIC,2019,Diesel,Manuelle,BLUE DCI 120 INTENS,20990
37461,PEUGEOT,2008,2019,Diesel,Automatique,BLUEHDI 120CH S&S EAT6 ALLURE,17790
37462,PEUGEOT,308,2020,Diesel,Automatique,SW BLUEHDI 130CH S&S EAT8 GT LINE,28490
37463,AUDI,Q3,2016,Essence,Automatique,1.4 TFSI COD 150 CH S TRONIC 6 S LINE,24790
37464,CITROËN,C5 AIRCROSS,2021,Diesel,Automatique,BLUEHDI 130 S&S EAT8 SHINE,29990
37465,CITROËN,C3,2014,Diesel,Manuelle,HDI 70 CLUB ENTREPRISE,5990
37466,CITROËN,JUMPY,2022,Diesel,Manuelle,FGN M BLUEHDI 145 S&S BVM6 DRIVER FRIGOTHERMO KING,42990
37467,CITROËN,C3,2020,Essence,Manuelle,PURETECH 83 S&S BVM5 C-SERIES,15790
37468,PEUGEOT,308,2020,Diesel,Manuelle,BLUEHDI 130CH S&S BVM6 GT LINE,21490
37469,CITROËN,C1,2019,Essence,Manuelle,VTI 72 FEEL 3P,9790
37470,CITROËN,C3,2017,Diesel,Manuelle,BLUEHDI 75CH FEEL S&S,12480
37471,PEUGEOT,208,2020,Diesel,Manuelle,1.5 BLUEHDI 100CH S&S ACTIVE,12990
37472,CITROËN,C3 AIRCROSS,2021,Diesel,Manuelle,BLUEHDI 110CH S&S SHINE PACK,25400
37473,PEUGEOT,308,2018,Essence,Manuelle,1.2 PURETECH 130CH S&S GT LINE,19990
37474,PEUGEOT,308 SW,2019,Essence,Automatique,1.2 PURETECH 130CH E6.C S&S GT LINE EAT8,23990
37475,MERCEDES,CLA,2019,Diesel,Automatique,220 D 190CH AMG LINE 8G-DCT,38490
37476,CITROËN,C3 AIRCROSS,2019,Diesel,Manuelle,BLUEHDI 100CH S&S SHINE E6.D-TEMP,19990
37477,PEUGEOT,308,2022,Diesel,Automatique,1.5 BLUEHDI 130CH S&S GT PACK EAT8,35990
37478,CITROËN,BERLINGO,2020,Diesel,Manuelle,M BLUEHDI 100CH S&S FEEL,25990
37479,PEUGEOT,2008,2019,Essence,Manuelle,1.2 PURETECH 130CH E6.C CROSSWAY S&S,18990
37480,PEUGEOT,308 SW,2019,Diesel,Automatique,1.5 BLUEHDI 130CH S&S ALLURE EAT6,20990
37481,PEUGEOT,3008,2021,Hybride Rechargeable,Automatique,HYBRID 225CH ROADTRIP E-EAT8,40980
37482,PEUGEOT,308,2021,Essence,Manuelle,1.2 PURETECH 110CH S&S ACTIVE PACK,20390
37483,PEUGEOT,308,2020,Essence,Manuelle,1.2 PURETECH 110CH S&S ACTIVE,18990
37484,PEUGEOT,3008,2021,Hybride Rechargeable,Automatique,HYBRID4 300CH GT E-EAT8,45990
37485,PEUGEOT,3008,2016,Diesel,Manuelle,2.0 BLUEHDI 150CH GT LINE S&S,25990
37486,PEUGEOT,2008,2020,Diesel,Automatique,1.5 BLUEHDI 130CH S&S ALLURE EAT8 7CV,28990
37487,PEUGEOT,108,2017,Essence,Manuelle,1.2 PURETECH COLLECTION TOP 5P,12490
37488,OPEL,CORSA,2021,Diesel,Manuelle,1.5 D 100CH EDITION BUSINESS,17990
37489,PEUGEOT,308,2022,Diesel,Manuelle,BLUEHDI 130CH S&S BVM6 ALLURE PACK,30490
37490,PEUGEOT,2008,2022,Diesel,Automatique,BLUEHDI 130 S&S EAT8 ROADTRIP,30790
37491,PEUGEOT,2008,2022,Essence,Automatique,PURETECH 130 S&S EAT8 ROADTRIP,29690
37492,PEUGEOT,3008,2022,Diesel,Automatique,BLUEHDI 130CH S&S EAT8 GT,38490
37493,PEUGEOT,EXPERT,2022,Diesel,Automatique,FGN TOLE STANDARD BLUEHDI 180 S&S EAT8 ASPHALT,38990
37494,PEUGEOT,EXPERT,2022,Diesel,Manuelle,FGN TOLE LONG BLUEHDI 145 S&S BVM6 ASPHALT,33990
37495,PEUGEOT,EXPERT,2022,Diesel,Manuelle,FGN TOLE LONG BLUEHDI 145 S&S BVM6 ASPHALT,33990
37496,PEUGEOT,EXPERT,2022,Diesel,Automatique,FGN TOLE STANDARD BLUEHDI 145 S&S EAT8 ASPHALT,36990
37497,CITROËN,BERLINGO,2020,Diesel,Automatique,TAILLE M BLUEHDI 130 S&S EAT8 SHINE,30588
37498,JEEP,COMPASS,2021,Diesel,Manuelle,1.6 I MULTIJET II 120 CH BVM6 LIMITED,30990
37499,PEUGEOT,5008,2022,Diesel,Automatique,BLUEHDI 130CH S&S EAT8 ALLURE PACK,38990
37500,PEUGEOT,2008,2021,Diesel,Automatique,BLUEHDI 130 S&S EAT8 ALLURE BUSINESS,28790
37501,PEUGEOT,2008,2022,Essence,Automatique,PURETECH 130 S&S EAT8 ROADTRIP,29690
37502,CITROËN,C3,2020,Diesel,Manuelle,BLUEHDI 100 S&S BVM5 FEEL PACK,13290
37503,PEUGEOT,3008,2022,Diesel,Automatique,BLUEHDI 130CH S&S EAT8 GT,38490
37504,CITROËN,BERLINGO,2020,Diesel,Automatique,TAILLE M BLUEHDI 130 S&S EAT8 SHINE,30588
37505,PEUGEOT,2008,2022,Essence,Automatique,PURETECH 130 S&S EAT8 ROADTRIP,29690
37506,PEUGEOT,208,2014,Essence,Manuelle,1.6 THP 200CH BVM6 GTI,15990
37507,PEUGEOT,5008,2022,Diesel,Automatique,BLUEHDI 130CH S&S EAT8 ALLURE PACK,38990
37508,PEUGEOT,3008,2022,Diesel,Automatique,BLUEHDI 130CH S&S EAT8 GT,38490
37509,CITROËN,BERLINGO,2020,Diesel,Automatique,TAILLE M BLUEHDI 130 S&S EAT8 SHINE,30588
37510,PEUGEOT,2008,2022,Essence,Automatique,PURETECH 130 S&S EAT8 ROADTRIP,29690
37511,PEUGEOT,3008,2022,Diesel,Automatique,BLUEHDI 130CH S&S EAT8 GT,38490
37512,PEUGEOT,5008,2022,Diesel,Automatique,BLUEHDI 130CH S&S EAT8 ALLURE PACK,38990
37513,CITROËN,BERLINGO,2020,Diesel,Automatique,TAILLE M BLUEHDI 130 S&S EAT8 SHINE,30588
37514,PEUGEOT,5008,2022,Diesel,Automatique,BLUEHDI 130CH S&S EAT8 ALLURE PACK,38990
37515,CITROËN,C3,2021,Essence,Manuelle,PURETECH 83 S&S BVM5 C-SERIES,15990
37516,CITROËN,C4 SPACETOURER,2020,Diesel,Automatique,BLUEHDI 130 S&S EAT8 BUSINESS,18590
37517,PEUGEOT,3008,2021,Hybride Rechargeable,Automatique,HYBRID 225 E-EAT8 ALLURE PACK,36489
37518,PEUGEOT,3008,2019,Diesel,Manuelle,BLUEHDI 130CH S&S BVM6 GT LINE,27990
37519,CITROËN,C3,2022,Essence,Manuelle,1.2 PURETECH 83CH S&S SHINE,18250
37520,CITROËN,C5 AIRCROSS,2019,Diesel,Manuelle,BLUEHDI 130CH S&S FEEL,27900
37521,PEUGEOT,BOXER,2019,Diesel,Manuelle,330 L2H2 2.0 BLUEHDI 130 PREMIUM PACK,27780
