brand,model,year,energy,gear_box,trim,price
PEUGEOT,3008,2022,Diesel,Automatique,1.5 BlueHDi 130ch S&S Active Pack EAT8,38 200 €
PEUGEOT,208,2021,Essence,Manuelle,1.2 PureTech 100ch S&S Active Business,17 490 €
PEUGEOT,2008,2015,Diesel,Manuelle,1.6 BlueHDi 100ch Féline Titane S&S,10 499 €
VOLKSWAGEN,Polo,2022,Essence,Manuelle,1.0 TSI 95ch Life,21 900 €
RENAULT,Clio,2022,Essence,Manuelle,1.0 TCe 90ch Intens -21N,20 690 €
PEUGEOT,3008,2022,Hybride,Automatique,HYBRID 225ch Allure e-EAT8,43 999 €
BMW,X2,2019,Diesel,Automatique,sDrive16dA 116ch Business Design Euro6d-T 112g,26 199 €
PEUGEOT,308 Sw,2019,Diesel,Manuelle,1.5 BlueHDi 130ch S&S Active Business,17 199 €
JAGUAR,F-Pace,2019,Diesel,Automatique,2.0D 240ch R-Sport AWD BVA8,48 989 €
PEUGEOT,308 Sw,2022,HybrideR,Automatique,PHEV 180ch Allure Pack e-EAT8,38 090 €
RENAULT,Twingo,2021,Essence,Manuelle,1.0 SCe 65ch Life E6D-Full,11 590 €
PEUGEOT,208,2021,Essence,Automatique,1.2 PureTech 130ch S&S GT EAT8,26 980 €
TOYOTA,Yaris,2017,Hybride,Automatique,HSD 100h Collection 5p,17 450 €
RENAULT,Arkana,2021,EssenceM,Automatique,1.3 TCe 140ch FAP RS Line EDC -21B,29 990 €
CITROEN,C4 Cactus,2016,Essence,Manuelle,PureTech 110 Shine S&S,12 980 €
OPEL,Karl,2016,Essence,Manuelle,1.0 75ch Edition,9 999 €
OPEL,Corsa,2022,Essence,Automatique,1.2 Turbo 130ch GS Line BVA,24 199 €
NISSAN,Qashqai,2022,EssenceM,Manuelle,1.3 Mild Hybrid 140ch Business Edition,30 590 €
NISSAN,Juke,2020,Essence,Manuelle,1.0 DIG-T 117ch N-Connecta,21 980 €
PEUGEOT,308,2022,Diesel,Automatique,1.5 BlueHDi 130ch S&S GT EAT8,34 790 €
RENAULT,Megane Estate,2020,Diesel,Manuelle,1.5 Blue dCi 115ch Business - 20,19 890 €
IVECO,Daily,2022,Diesel,,Fg III Ph2 35S18H V11,52 900 €
RENAULT,Kangoo Express,2016,Diesel,Manuelle,1.5 dCi 110 Energy Maxi Grand Volume Grand Confort,12 780 €
CUPRA,Ateca,2019,Essence,Automatique,2.0 TSI 300ch 4Drive DSG7,38 900 €
RENAULT,Zoe,2019,Electrique,Automatique,Intens R110 MY19,16 490 €
CITROEN,C5 Aircross,2020,Diesel,Automatique,BlueHDi 130ch S&S C-Series EAT8 E6.d,23 990 €
PEUGEOT,308,2018,Diesel,Manuelle,1.5 BlueHDi 130ch S&S Active Business,15 899 €
NISSAN,Np300 Navara,2016,Diesel,Automatique,2.3 dCi 190ch Double-Cab N-Connecta BVA,28 990 €
FORD,Ecosport,2019,Essence,Manuelle,1.0 EcoBoost 125ch ST-Line Euro6.2,19 890 €
PEUGEOT,3008,2017,Essence,Automatique,1.6 THP 165ch GT Line S&S EAT6,24 490 €
RENAULT,Scenic,2021,Essence,Manuelle,1.3 TCe 140ch Intens - 21,25 990 €
OPEL,Grandland,2022,Diesel,Automatique,1.5 D 130ch Elegance Business BVA8,39 090 €
PEUGEOT,208,2019,Essence,Manuelle,1.2 PureTech 82ch E6.c Signature 5p,14 790 €
FORD,Grand C-Max,2015,Diesel,Manuelle,1.6 TDCi 115ch FAP Titanium X,13 999 €
BMW,X1,2018,Diesel,Manuelle,sDrive16d 116ch xLine Euro6c,24 490 €
VOLKSWAGEN,Golf,2017,Diesel,Automatique,2.0 TDI 150ch BlueMotion Technology FAP Carat DSG6 5p,19 890 €
DS,Ds 3 Crossback,2021,Electrique,Automatique,E-Tense grand Chic 4cv,35 980 €
RENAULT,Megane,2018,Diesel,Manuelle,1.5 dCi 90ch energy Air Nav,11 490 €
RENAULT,Clio,2021,Essence,Manuelle,1.0 TCe 90ch RS Line -21N,23 980 €
RENAULT,Trafic,2017,Diesel,Manuelle,L2H2 1200 1.6 dCi 125ch energy Grand Confort Euro6,19 951 €
CITROEN,C4,2020,Electrique,Automatique,Moteur électrique 136ch (100 kW) Feel Pack Automatique,27 989 €
OPEL,Astra Sports Tourer,2020,Diesel,Automatique,1.5 D 122ch Edition Business BVA 112g,18 299 €
RENAULT,Captur,2020,Essence,Manuelle,1.0 TCe 90ch Intens,17 999 €
NISSAN,Qashqai,2021,Essence,Automatique,1.3 DIG-T 158ch N-Connecta DCT 2021,33 980 €
FORD,Fiesta,2019,Essence,Manuelle,1.5 EcoBoost 200ch Stop&Start ST-Pack 5p Euro6.2,20 490 €
RENAULT,Clio,2016,Essence,Manuelle,0.9 TCe 90ch energy Intens 5p,12 990 €
BMW,X5,2019,Diesel,Automatique,xDrive30dA 265ch M Sport,69 900 €
RENAULT,Kangoo Express,2014,Diesel,Manuelle,1.5 dCi 75 Confort FT,8 990 €
NISSAN,Qashqai,2018,Essence,Manuelle,1.2 DIG-T 115ch N-Connecta,18 999 €
RENAULT,Clio,2021,Essence,Manuelle,1.0 TCe 90ch Limited -21,17 980 €
RENAULT,Captur,2021,EssenceM,Manuelle,1.3 TCe 140ch FAP Intens -21,22 590 €
TOYOTA,C-Hr,2021,Hybride,Automatique,184h Distinctive 2WD E-CVT MY20,31 990 €
PEUGEOT,3008,2022,Diesel,Automatique,1.5 BlueHDi 130ch S&S Allure Pack EAT8,38 900 €
PEUGEOT,208,2018,Essence,Manuelle,1.2 PureTech 82ch Allure 5p,12 900 €
CITROEN,C3 Aircross,2019,Essence,Manuelle,PureTech 110ch S&S Shine E6.d,11 960 €
PEUGEOT,508,2019,Diesel,Automatique,BlueHDi 180ch S&S GT EAT8,29 176 €
RENAULT,Zoe,2021,Electrique,Automatique,E-Tech Limited charge normale R110 Achat Intégral,23 990 €
PEUGEOT,3008,2022,Hybride,Automatique,HYBRID 225ch GT e-EAT8,45 999 €
NISSAN,Juke,2019,Diesel,Manuelle,1.5 dCi 110ch N-Connecta 2018,15 490 €
RENAULT,Scenic,2017,Diesel,Manuelle,1.5 dCi 110ch energy Zen,15 990 €
DACIA,Duster,2021,Essence,Manuelle,1.0 TCe 90ch 15 ans 4x2 - E6U,18 990 €
FORD,Fiesta,2018,Essence,Manuelle,1.0 EcoBoost 125ch Stop&Start ST-Line 5p Euro6.2,16 490 €
DACIA,Sandero,2018,Essence,Manuelle,1.0 SCe 75ch 4cv,8 990 €
FORD,Puma,2021,EssenceM,Manuelle,1.0 EcoBoost 125ch mHEV ST-Line X 6cv,25 499 €
RENAULT,Megane,2018,Essence,Manuelle,1.3 TCe 140ch FAP Intens,16 980 €
MINI,Cabrio,2018,Essence,Automatique,Cooper S 192ch BVA7 Euro6d-T,29 990 €
RENAULT,Megane,2015,Diesel,Manuelle,1.6 dCi 130ch energy Bose Euro6 2015,13 990 €
AUDI,A4,2019,Diesel,Automatique,40 TDI 190ch Business line quattro S tronic 7 Euro6d-T,30 490 €
RENAULT,Arkana,2022,EssenceM,Automatique,1.3 TCe 140ch FAP Intens EDC -21B,32 990 €
PEUGEOT,2008,2019,Diesel,Manuelle,1.5 BlueHDi 100ch E6.c Active Business S&S BVM5 86g,16 490 €
DACIA,Lodgy,2022,Diesel,Manuelle,1.5 Blue dCi 115ch Stepway 7 places E6D-Full,22 882 €
DACIA,Duster,2019,Essence,Manuelle,1.3 TCe 150ch FAP Prestige 135g 4x2 - 19,20 490 €
CITROEN,C3,2019,Essence,Manuelle,PureTech 82ch Feel S&S E6.d-TEMP,12 490 €
SUZUKI,Ignis,2018,Essence,Manuelle,1.2 Dualjet 90ch Privilège,10 990 €
OPEL,Mokka,2021,Diesel,Manuelle,1.5 D 110ch Elegance Business,25 990 €
BMW,Serie 3,2020,Diesel,Automatique,318dA 150ch M Sport,33 300 €
DS,Ds 7 Crossback,2021,HybrideR,Automatique,E-TENSE 225ch Rivoli,49 990 €
DS,Ds 3 Crossback,2022,Electrique,Automatique,E-Tense Performance Line +,40 863 €
OPEL,Mokka,2021,Essence,Manuelle,1.2 Turbo 100ch Elegance,21 999 €
PEUGEOT,308,2019,Essence,Manuelle,1.2 PureTech 130ch E6.c S&S Allure 108g,19 990 €
CITROEN,C3 Aircross,2019,Diesel,Automatique,BlueHDi 120ch S&S Shine EAT6 E6.d-TEMP,19 990 €
RENAULT,Clio,2021,Essence,Manuelle,1.0 TCe 90ch Intens -21N,18 990 €
DACIA,Duster,2019,Essence,Manuelle,1.3 TCe 130ch FAP Prestige 4x2,18 490 €
PEUGEOT,208,2015,Diesel,Manuelle,1.6 e-HDi115 FAP Féline 5p,8 980 €
PEUGEOT,208,2020,Essence,Automatique,1.2 PureTech 100ch S&S GT Line EAT8,27 990 €
PEUGEOT,208,2018,Diesel,Manuelle,1.6 BlueHDi 75ch Premium,9 290 €
PEUGEOT,308,2021,HybrideR,Automatique,PHEV 180ch GT e-EAT8,40 480 €
RENAULT,Kangoo Express,2017,Diesel,Manuelle,1.5 dCi 90ch energy Extra R-Link Euro6,12 990 €
CITROEN,C4,2016,Diesel,Manuelle,BlueHDi 100ch Feel,11 900 €
RENAULT,Clio Estate,2015,Essence,Manuelle,0.9 TCe 90ch energy Nouvelle Limited eco²,10 490 €
OPEL,Grandland X,2021,Diesel,Automatique,1.5 D 130ch Elegance Business BVA8,25 790 €
PEUGEOT,208,2018,Diesel,Manuelle,1.5 BlueHDi 100ch E6.c GT Line S&S BVM5 5p,16 590 €
PEUGEOT,3008,2022,Hybride,Automatique,HYBRID 225ch Allure Pack e-EAT8,41 499 €
RENAULT,Clio,2018,Diesel,Manuelle,1.5 dCi 90ch energy Air MédiaNav E6C,9 490 €
BMW,X4,2018,Diesel,Automatique,xDrive25d 231ch M Sport Euro6c,43 900 €
PEUGEOT,108,2021,Essence,Manuelle,VTi 72 Style S&S 4cv 5p,11 980 €
RENAULT,Clio,2020,Essence,Manuelle,1.0 TCe 100ch Business - 20,14 990 €
NISSAN,Qashqai,2021,Essence,Automatique,1.3 DIG-T 158ch Tekna DCT 2021,27 990 €
NISSAN,Qashqai,2022,EssenceM,Manuelle,1.3 Mild Hybrid 140ch Acenta,30 990 €
PEUGEOT,2008,2017,Diesel,Manuelle,1.6 BlueHDi 120ch Crossway S&S,15 490 €
RENAULT,Master,2016,Diesel,Manuelle,F3300 L2H2 2.3 dCi 125ch Grand Confort,22 990 €
CITROEN,C3,2021,Essence,Manuelle,1.2 PureTech 83ch S&S Feel,14 990 €
CITROEN,C3,2018,Diesel,Manuelle,BlueHDi 75ch Feel Business S&S 83g,12 990 €
VOLKSWAGEN,T-Roc,2021,Essence,Manuelle,1.5 TSI EVO 150ch Lounge S&S,30 990 €
RENAULT,Arkana,2021,Hybride,Automatique,1.6 E-Tech 145ch Intens -21B,30 790 €
CITROEN,Berlingo,2022,Diesel,Manuelle,M BlueHDi 130ch S&S Shine,29 900 €
CITROEN,C3,2020,Essence,Manuelle,1.2 PureTech 83ch S&S Shine 130g,15 990 €
VOLKSWAGEN,T-Roc,2021,Essence,Automatique,1.5 TSI EVO 150ch Carat DSG7 S&S,33 790 €
RENAULT,Twingo,2018,Essence,Manuelle,1.0 SCe 70ch Limited Euro6c,10 990 €
PEUGEOT,3008,2019,Essence,Automatique,1.6 THP 165ch GT Line S&S EAT6,28 990 €
PEUGEOT,208,2018,Diesel,Manuelle,1.6 BlueHDi 100ch S&S Premium Pack Euro6c,9 499 €
RENAULT,Megane Estate,2019,Diesel,Automatique,1.5 Blue dCi 115ch Intens EDC,19 990 €
MAZDA,Mazda3,2014,Essence,Manuelle,2.0 SKYACTIV-G 120 Dynamique 4p,13 900 €
AUDI,A3 Berline,2022,EssenceM,Automatique,35 TFSI 150ch Design Luxe S tronic 7,41 900 €
BMW,Serie 2 Active Tourer,2019,HybrideR,Automatique,225xeA 224ch Luxury,29 890 €
DACIA,Duster,2021,Diesel,Manuelle,1.5 Blue dCi 115ch Prestige 4x2 E6U,19 980 €
PEUGEOT,308,2017,Essence,Automatique,1.2 Puretech 130ch Allure S&S EAT6 5p,16 999 €
OPEL,Mokka,2022,Electrique,Automatique,Mokka-e 136ch Elegance Business,41 600 €
DS,Ds 4,2021,Diesel,Automatique,BlueHDi 130ch Performance Line Automatique,33 990 €
RENAULT,Megane Estate,2020,Diesel,Manuelle,1.5 Blue dCi 115ch Business - 20,18 990 €
DS,Ds 3 Crossback,2019,Diesel,Manuelle,BlueHDi 100ch So Chic,22 480 €
BMW,X1,2019,Diesel,Automatique,sDrive18dA 150ch Business Design,28 500 €
BMW,Serie 2 Gran Coupe,2021,Diesel,Automatique,220dA 190ch M Sport,42 999 €
RENAULT,Clio,2017,Essence,Manuelle,1.2 TCe 120ch energy Edition One 5p,11 480 €
MERCEDES,Classe A,2020,Diesel,Automatique,180 d 116ch Progressive Line 7G-DCT,32 900 €
NISSAN,Qashqai,2020,Diesel,Automatique,1.5 dCi 115ch Business+ DCT 2019 Euro6-EVAP,20 890 €
PEUGEOT,208,2021,Essence,Manuelle,1.2 PureTech 100ch S&S Active Business,17 890 €
VOLKSWAGEN,Polo,2022,Essence,Manuelle,1.0 TSI 95ch Life,22 890 €
PEUGEOT,508 Sw,2021,HybrideR,Automatique,HYBRID 225ch GT Pack e-EAT8,42 599 €
PEUGEOT,208,2022,Essence,Manuelle,1.2 PureTech 100ch S&S Allure Pack,23 850 €
NISSAN,Micra,2022,Essence,Manuelle,1.0 IG-T 92ch Acenta 2021.5,17 790 €
RENAULT,Captur,2020,Diesel,Automatique,1.5 Blue dCi 115ch Initiale Paris EDC,23 990 €
RENAULT,Captur,2021,EssenceM,Manuelle,1.3 TCe 140ch FAP Intens -21,23 490 €
CITROEN,C3,2020,Essence,Manuelle,PureTech 82ch Shine S&S E6.d,16 299 €
NISSAN,Nv200,2014,Diesel,Manuelle,1.5 dCi 110ch Optima 5p,15 190 €
SEAT,Ibiza,2021,Essence,Manuelle,1.0 EcoTSI 110ch FR,19 790 €
BMW,Serie 1,2022,Diesel,Automatique,118dA 150ch M Sport 8cv,39 990 €
FORD,Ecosport,2019,Essence,Manuelle,1.0 EcoBoost 125ch ST-Line Euro6.2,16 980 €
NISSAN,Qashqai,2022,EssenceM,Automatique,1.3 Mild Hybrid 158ch N-Connecta Xtronic,34 990 €
PEUGEOT,3008,2019,Essence,Manuelle,1.2 PureTech 130ch E6.c Active S&S,23 990 €
PEUGEOT,2008,2021,Essence,Automatique,1.2 PureTech 130ch S&S Allure Pack EAT8,29 990 €
VOLKSWAGEN,Touran,2016,Diesel,Manuelle,2.0 TDI 150ch BlueMotion Technology FAP Confortline 7 places,19 890 €
MERCEDES,Classe A,2020,Essence,Automatique,200 163ch AMG Line 7G-DCT,33 990 €
CITROEN,C3,2020,Essence,Manuelle,1.2 PureTech 83ch S&S Shine,16 290 €
CITROEN,C3,2019,Essence,Automatique,PureTech 110ch Shine S&S EAT6 E6.d,18 480 €
PEUGEOT,2008,2019,Essence,Automatique,1.2 PureTech 110ch E6.c Allure S&S EAT6,15 690 €
MERCEDES,Glc,2017,Diesel,Automatique,350 d 258ch Fascination 4Matic 9G-Tronic,39 590 €
DS,Ds 4,2018,Diesel,Manuelle,BlueHDi 120ch Business S&S,15 690 €
VOLKSWAGEN,T-Cross,2019,Essence,Manuelle,1.0 TSI 115ch Lounge,18 990 €
PEUGEOT,2008,2020,Diesel,Automatique,1.5 BlueHDi 130ch S&S Allure EAT8,23 980 €
PEUGEOT,3008,2018,Diesel,Manuelle,1.5 BlueHDi 130ch E6.c Allure S&S,23 490 €
RENAULT,Megane,2019,Diesel,Automatique,1.5 Blue dCi 115ch Business EDC 2 PLACES,13 390 €
NISSAN,Juke,2015,Essence,Automatique,1.6 DIG-T 214ch Nismo RS All-Mode 4x4-i Xtronic,19 900 €
RENAULT,Twingo,2017,Essence,Manuelle,0.9 TCe 90ch energy Intens,10 490 €
CITROEN,C5 Aircross,2021,HybrideR,Automatique,Hybrid 225ch Shine e-EAT8,36 980 €
NISSAN,Qashqai,2016,Diesel,Manuelle,1.6 dCi 130ch N-Connecta All-Mode 4x4-i 129g,14 980 €
SKODA,Fabia,2018,Essence,Manuelle,1.0 MPI 75ch Clever,12 990 €
RENAULT,Twingo,2017,Essence,Manuelle,1.0 SCe 70ch Intens Boîte Courte Euro6,9 952 €
PEUGEOT,2008,2022,Diesel,Automatique,1.5 BlueHDi 130ch S&S Roadtrip EAT8 125g,31 899 €
FORD,Ecosport,2019,Essence,Manuelle,1.0 EcoBoost 125ch Titanium Euro6.2,16 980 €
PEUGEOT,508,2021,Diesel,Automatique,BlueHDi 130ch S&S Allure Pack EAT8,31 490 €
BMW,Serie 2 Gran Tourer,2017,Diesel,Automatique,218dA 150ch Business Design,23 490 €
PEUGEOT,308,2021,Diesel,Automatique,1.5 BlueHDi 130ch S&S GT Pack EAT8,20 480 €
CITROEN,C4,2021,Diesel,Automatique,BlueHDi 130ch S&S Shine Pack EAT8,29 999 €
VOLKSWAGEN,Golf,2019,Essence,Automatique,2.0 TSI 245ch GTI Performance DSG7 Euro6d-T 5p,31 900 €
LEXUS,Rx,2017,Hybride,Automatique,450h 4WD Luxe,41 990 €
LAND-ROVER,Range Rover Evoque,2020,Diesel,Manuelle,2.0 D 150ch S,42 990 €
BMW,X1,2019,Diesel,Automatique,xDrive20dA 190ch Business Design Euro6d-T,30 990 €
FIAT,500l,2019,Essence,Manuelle,1.4 95ch Ligue 1 Conforama,12 872 €
RENAULT,Kadjar,2020,Diesel,Automatique,1.5 Blue dCi 115ch Intens EDC - 21,25 475 €
SUBARU,Forester,2013,Diesel,Manuelle,2.0 D 147ch Sport,13 790 €
CITROEN,Berlingo,2018,Diesel,Manuelle,M 1.6 BlueHDi 100 S&S Business,13 980 €
MERCEDES,Sprinter,2021,Diesel,Manuelle,314 CDI 43 Long 3T5 First Propulsion Lourd,49 080 €
SEAT,Ateca,2018,Essence,Automatique,1.5 TSI 150ch ACT Start&Stop Style DSG Euro6d-T,23 990 €
RENAULT,Kadjar,2020,Diesel,Manuelle,1.5 Blue dCi 115ch Business,20 990 €
CITROEN,C3,2016,Diesel,Manuelle,1.6 BlueHDi 75 Attraction,9 490 €
PEUGEOT,3008,2019,Diesel,Automatique,2.0 BlueHDi 180ch S&S Allure Business EAT8,31 992 €
PEUGEOT,208,2018,Essence,Manuelle,1.2 PureTech 82ch E6.c Signature 5p,12 990 €
FORD,Fiesta,2016,Essence,Manuelle,1.0 EcoBoost 100ch Stop&Start Edition 5p,12 290 €
FORD,Puma,2021,EssenceM,Manuelle,1.0 EcoBoost 125ch mHEV ST-Line X 6cv,25 490 €
DACIA,Duster,2019,Diesel,Manuelle,1.5 Blue dCi 115ch Prestige 4x2,16 990 €
MERCEDES,Vito,2020,Diesel,Manuelle,114 CDI Long E6 Traction,30 359 €
TOYOTA,Rav4,2021,Hybride,Automatique,Hybride 218ch Dynamic 2WD,40 900 €
OPEL,Corsa,2021,Essence,Manuelle,1.2 Turbo 100ch Edition,16 980 €
VOLKSWAGEN,Taigo,2022,Essence,Automatique,1.5 TSI 150ch R-Line DSG7,30 990 €
CITROEN,C4,2021,Diesel,Automatique,BlueHDi 130ch S&S Shine Pack EAT8,27 999 €
PEUGEOT,308,2020,Diesel,Manuelle,1.5 BlueHDi 130ch S&S Premium Pack,14 990 €
DACIA,Sandero,2014,Essence,Manuelle,0.9 TCe 90ch Stepway Prestige,9 499 €
RENAULT,Captur,2020,Diesel,Manuelle,1.5 Blue dCi 115ch Zen,19 990 €
PORSCHE,Taycan,2021,Electrique,Automatique,571ch 4S avec batterie performance plus MY20,139 900 €
DACIA,Duster,2017,Diesel,Manuelle,1.5 dCi 110ch Explorer 4X2,14 990 €
RENAULT,Megane,2020,Diesel,Manuelle,1.5 Blue dCi 115ch Intens - 20,19 999 €
BMW,X4,2021,DieselM,Automatique,xDrive20d 190ch M Sport 10cv,58 890 €
OPEL,Zafira,2017,Diesel,Manuelle,1.6 D 134ch BlueInjection Elite,18 999 €
RENAULT,Zoe,2018,Electrique,Automatique,Intens charge normale R90,14 490 €
PEUGEOT,5008,2018,Diesel,Manuelle,2.0 BlueHDi 150ch Active Business S&S,22 499 €
NISSAN,Juke,2018,Essence,Manuelle,1.2 DIG-T 115ch N-Connecta,15 490 €
RENAULT,Megane,2020,Diesel,Automatique,1.5 Blue dCi 115ch Intens EDC,20 990 €
PEUGEOT,508,2021,HybrideR,Automatique,HYBRID 225ch GT Pack e-EAT8,44 990 €
PEUGEOT,3008,2019,Essence,Manuelle,1.2 PureTech 130ch Allure Business S&S 113g,20 980 €
AUDI,A3 Sportback,2022,EssenceM,Automatique,30 TFSI 110ch Design S tronic 7,33 890 €
PEUGEOT,3008,2018,Diesel,Automatique,1.5 BlueHDi 130ch E6.c Active Business S&S EAT8,23 490 €
FORD,Kuga,2022,HybrideR,Automatique,2.5 Duratec 225ch PHEV ST-Line X BVA,36 990 €
MERCEDES,Glb,2020,Essence,Automatique,250 224ch AMG Line Launch Edition 4Matic 8G-DCT 160g,59 200 €
PEUGEOT,208,2020,Essence,Manuelle,1.2 PureTech 100ch S&S Allure,19 790 €
VOLKSWAGEN,Golf,2019,Essence,Automatique,2.0 TSI 290ch GTI TCR DSG7 Euro6d-T 5p,35 980 €
PEUGEOT,308,2021,HybrideR,Automatique,PHEV 225ch GT Pack e-EAT8,38 999 €
CITROEN,C3,2021,Essence,Manuelle,1.2 PureTech 83ch S&S Feel Pack,14 980 €
MERCEDES,Classe C Break,2021,HybrideR,Automatique,300 de 194+122ch AMG Line 9G-Tronic,47 900 €
CITROEN,C4,2021,Diesel,Automatique,BlueHDi 130ch S&S Shine EAT8,26 990 €
SEAT,Arona,2021,Essence,Manuelle,1.0 TSI 110ch Style,21 880 €
MAZDA,Cx-30,2021,Essence,Automatique,2.0 Skyactiv-G M-Hybrid 150Ch COSMO BVA,28 990 €
RENAULT,Kadjar,2021,Diesel,Automatique,1.5 Blue dCi 115ch Business EDC - 21,24 980 €
PEUGEOT,3008,2018,Diesel,Manuelle,1.6 BlueHDi 120ch Allure Business S&S Basse Consommation,22 690 €
MERCEDES,Classe A,2017,Diesel,Automatique,180 d Sensation 7G-DCT,19 990 €
PEUGEOT,308,2021,Essence,Manuelle,1.2 PureTech 130ch S&S Allure Pack,23 690 €
MERCEDES,Cla Shooting Brake,2019,Diesel,Automatique,200 d 150ch AMG Line 8G-DCT,37 463 €
RENAULT,Scenic,2020,Diesel,Automatique,1.7 Blue dCi 120ch Business EDC,23 999 €
RENAULT,Kangoo Express,2019,Diesel,Manuelle,1.5 dCi 90ch Grand Confort,15 590 €
DS,Ds 3 Crossback,2021,Essence,Automatique,PureTech 130ch Performance Line Automatique 7cv,28 999 €
PEUGEOT,2008,2020,Essence,Manuelle,1.2 PureTech 130ch S&S Allure Business 7cv,29 990 €
BMW,Serie 3,2020,Diesel,Automatique,318dA 150ch M Sport,29 990 €
MERCEDES,Classe C Cabriolet,2022,Diesel,Automatique,220 d 194ch AMG Line 4Matic 9G-Tronic,62 990 €
RENAULT,Megane,2020,Diesel,Manuelle,1.5 Blue dCi 115ch Business,17 490 €
RENAULT,Clio,2020,Diesel,Manuelle,1.5 Blue dCi 85ch Business,15 990 €
PEUGEOT,208,2020,Essence,Automatique,1.2 PureTech 100ch S&S Allure Business EAT8,20 990 €
PEUGEOT,308,2020,Essence,Automatique,1.2 PureTech 130ch S&S Allure EAT8 7cv,21 990 €
FORD,Focus Sw,2017,Diesel,Manuelle,1.5 TDCi 95ch Stop&Start Business Nav,14 490 €
NISSAN,Juke,2020,Essence,Manuelle,1.0 DIG-T 117ch N-Connecta,19 800 €
PEUGEOT,208,2017,Essence,Manuelle,1.2 PureTech 82ch Style 5p,9 480 €
RENAULT,Clio,2019,Diesel,Manuelle,1.5 dCi 75ch energy Air MédiaNav E6C,9 990 €
TOYOTA,Aygo,2020,Essence,Manuelle,1.0 VVT-i 72ch x 5P MY19,12 480 €
CITROEN,C3,2020,Essence,Manuelle,PureTech 82ch Feel S&S E6.d,14 598 €
RENAULT,Clio,2019,Essence,Manuelle,1.0 TCe 100ch Business,14 180 €
PEUGEOT,308,2017,Diesel,Automatique,2.0 BlueHDi 180ch S&S GT EAT8,22 990 €
RENAULT,Clio,2021,Essence,Manuelle,1.0 TCe 90ch Intens -21N,19 490 €
VOLKSWAGEN,Up!,2021,Essence,Manuelle,1.0 65ch BlueMotion Technology Beats Audio 5p,12 890 €
PEUGEOT,208,2017,Essence,Manuelle,1.6 THP 208ch GTi by Peugeot Sport S&S 3p,23 980 €
RENAULT,Kangoo Express,2017,Diesel,Manuelle,1.5 dCi 90ch energy Extra R-Link Euro6,13 880 €
NISSAN,Qashqai,2022,EssenceM,Manuelle,1.3 Mild Hybrid 140ch Tekna,35 990 €
CITROEN,C5 Aircross,2019,Diesel,Automatique,BlueHDi 130ch S&S Shine EAT8,26 990 €
PEUGEOT,5008,2018,Diesel,Automatique,1.5 BlueHDi 130ch E6.c Allure S&S EAT8,26 990 €
FORD,Puma,2021,EssenceM,Manuelle,1.0 EcoBoost 125ch mHEV ST-Line X 6cv,26 980 €
TOYOTA,Proace,2021,Diesel,Manuelle,Medium 1.5 D-4D 100 Dynamic RC21,20 990 €
KIA,Sportage,2018,Diesel,Manuelle,1.7 CRDi 115ch ISG GT Line 4x2,18 990 €
BMW,Serie 7,2018,Diesel,Automatique,730dA xDrive 265ch M Sport,49 990 €
PEUGEOT,3008,2019,Diesel,Automatique,1.5 BlueHDi 130ch E6.c GT Line S&S EAT8,25 690 €
VOLKSWAGEN,Golf,2021,Essence,Manuelle,1.5 TSI ACT OPF 150ch Active,26 490 €
MERCEDES,Classe C,2020,Diesel,Automatique,200 d 160ch AMG Line 9G-Tronic,37 980 €
CITROEN,C3,2019,Essence,Manuelle,PureTech 82ch Shine S&S E6.d-TEMP,14 390 €
PEUGEOT,2008,2022,Essence,Automatique,1.2 PureTech 130ch S&S Allure EAT8,29 990 €
PEUGEOT,2008,2019,Essence,Automatique,1.2 PureTech 110ch E6.c GT Line S&S EAT6,19 690 €
RENAULT,Clio,2022,Essence,Manuelle,1.0 TCe 90ch Lutecia -21N,22 090 €
RENAULT,Megane,2020,Diesel,Manuelle,1.5 Blue dCi 115ch Business,17 990 €
PEUGEOT,208,2021,Essence,Manuelle,1.2 PureTech 100ch S&S Active Business,17 490 €
PEUGEOT,208,2019,Essence,Automatique,1.2 PureTech 110ch E6.c Allure S&S EAT6 5p,16 988 €
TOYOTA,C-Hr,2019,Hybride,Automatique,122h Graphic 2WD E-CVT RC18,26 990 €
AUDI,Q3,2016,Diesel,Manuelle,2.0 TDI 150ch ultra Ambiente,21 900 €
RENAULT,Megane,2018,Essence,Manuelle,1.3 TCe 140ch FAP Business,17 490 €
CITROEN,Berlingo,2019,Diesel,Manuelle,M BlueHDi 130ch S&S Feel 114g,23 854 €
LEXUS,Rx,2022,Hybride,Automatique,450h 4WD Executive MC19,79 990 €
PEUGEOT,208,2021,Essence,Manuelle,1.2 PureTech 100ch S&S Allure 118g,21 502 €
JEEP,Compass,2021,Essence,Manuelle,1.3 GSE T4 130ch Longitude 4x2,27 890 €
PEUGEOT,208,2022,Diesel,Manuelle,1.5 BlueHDi 100ch S&S GT Pack,27 490 €
PEUGEOT,5008,2022,Diesel,Manuelle,1.5 BlueHDi 130ch S&S Allure Pack,37 499 €
KIA,Ceed Sw,2015,Essence,Manuelle,1.0 T-GDi 120ch ISG GT Line,13 490 €
PEUGEOT,3008,2020,Diesel,Manuelle,1.5 BlueHDi 130ch S&S Allure,23 999 €
RENAULT,Scenic,2022,Essence,Manuelle,1.3 TCe 140ch Business - 21,25 900 €
